tt0021884	movie	Frankenstein	Frankenstein	0	1931	\N	70	Drama,Horror,Sci-Fi
tt0022100	movie	M	M - Eine Stadt sucht einen Mörder	0	1931	\N	117	Crime,Mystery,Thriller
tt0022158	movie	Monkey Business	Monkey Business	0	1931	\N	77	Comedy,Musical
tt0022286	movie	The Public Enemy	The Public Enemy	0	1931	\N	83	Crime,Drama
tt0022835	movie	Dr. Jekyll and Mr. Hyde	Dr. Jekyll and Mr. Hyde	0	1931	\N	98	Horror,Sci-Fi
tt0022913	movie	Freaks	Freaks	0	1932	\N	64	Drama,Horror
tt0022958	movie	Grand Hotel	Grand Hotel	0	1932	\N	112	Drama,Romance
tt0023027	movie	Horse Feathers	Horse Feathers	0	1932	\N	68	Comedy,Musical,Romance
tt0023042	movie	I Am a Fugitive from a Chain Gang	I Am a Fugitive from a Chain Gang	0	1932	\N	92	Crime,Drama,Film-Noir
tt0023245	movie	The Mummy	The Mummy	0	1932	\N	73	Fantasy,Horror
tt0023427	movie	Scarface	Scarface	0	1932	\N	93	Action,Crime,Drama
tt0023563	movie	The Testament of Dr. Mabuse	Das Testament des Dr. Mabuse	0	1933	\N	122	Crime
tt0023622	movie	Trouble in Paradise	Trouble in Paradise	0	1932	\N	83	Comedy,Crime,Romance
tt0023649	movie	Vampyr	Vampyr	0	1932	\N	75	Fantasy,Horror
tt0023969	movie	Duck Soup	Duck Soup	0	1933	\N	69	Comedy,Musical,War
tt0024184	movie	The Invisible Man	The Invisible Man	0	1933	\N	71	Horror,Sci-Fi
tt0024216	movie	King Kong	King Kong	0	1933	\N	100	Adventure,Horror,Sci-Fi
tt0024844	movie	L'Atalante	L'Atalante	0	1934	\N	89	Comedy,Drama,Romance
tt0025316	movie	It Happened One Night	It Happened One Night	0	1934	\N	105	Comedy,Romance
tt0025452	movie	The Man Who Knew Too Much	The Man Who Knew Too Much	0	1934	\N	75	Crime,Mystery,Thriller
tt0025878	movie	The Thin Man	The Thin Man	0	1934	\N	91	Comedy,Crime,Mystery
tt0025913	movie	Triumph of the Will	Triumph des Willens	0	1935	\N	114	Documentary,History,War
tt0026029	movie	The 39 Steps	The 39 Steps	0	1935	\N	86	Film-Noir,Mystery,Thriller
tt0026138	movie	Bride of Frankenstein	Bride of Frankenstein	0	1935	\N	75	Drama,Horror,Sci-Fi
tt0026174	movie	Captain Blood	Captain Blood	0	1935	\N	119	Action,Adventure
tt0026752	movie	Mutiny on the Bounty	Mutiny on the Bounty	0	1935	\N	132	Adventure,Biography,Drama
tt0026778	movie	A Night at the Opera	A Night at the Opera	0	1935	\N	96	Comedy,Music,Musical
tt0027125	movie	Top Hat	Top Hat	0	1935	\N	101	Comedy,Musical,Romance
tt0027652	movie	Fury	Fury	0	1936	\N	92	Crime,Drama,Film-Noir
tt0027977	movie	Modern Times	Modern Times	0	1936	\N	87	Comedy,Drama,Family
tt0027996	movie	Mr. Deeds Goes to Town	Mr. Deeds Goes to Town	0	1936	\N	115	Comedy,Drama,Romance
tt0028010	movie	My Man Godfrey	My Man Godfrey	0	1936	\N	94	Comedy,Drama,Romance
tt0028096	movie	The Petrified Forest	The Petrified Forest	0	1936	\N	82	Drama,Film-Noir,Romance
tt0028212	movie	Sabotage	Sabotage	0	1936	\N	76	Crime,Thriller
tt0028333	movie	Swing Time	Swing Time	0	1936	\N	103	Comedy,Musical,Romance
tt0028597	movie	The Awful Truth	The Awful Truth	0	1937	\N	90	Comedy,Romance
tt0028772	movie	A Day at the Races	A Day at the Races	0	1937	\N	111	Comedy,Musical,Sport
tt0028950	movie	La Grande Illusion	La grande illusion	0	1937	\N	113	Drama,War
tt0029162	movie	Lost Horizon	Lost Horizon	0	1937	\N	132	Adventure,Drama,Fantasy
tt0029583	movie	Snow White and the Seven Dwarfs	Snow White and the Seven Dwarfs	0	1937	\N	83	Animation,Family,Fantasy
tt0029843	movie	The Adventures of Robin Hood	The Adventures of Robin Hood	0	1938	\N	102	Action,Adventure,Romance
tt0029870	movie	Angels with Dirty Faces	Angels with Dirty Faces	0	1938	\N	97	Crime,Drama,Film-Noir
tt0029947	movie	Bringing Up Baby	Bringing Up Baby	0	1938	\N	102	Comedy,Family,Romance
tt0030241	movie	Holiday	Holiday	0	1938	\N	95	Comedy,Romance
tt0030287	movie	Jezebel	Jezebel	0	1938	\N	104	Drama,Romance
tt0030341	movie	The Lady Vanishes	The Lady Vanishes	0	1938	\N	96	Film-Noir,Mystery,Thriller
tt0030993	movie	You Can't Take It with You	You Can't Take It with You	0	1938	\N	126	Comedy,Drama,Romance
tt0031381	movie	Gone with the Wind	Gone with the Wind	0	1939	\N	238	Drama,History,Romance
tt0031398	movie	Gunga Din	Gunga Din	0	1939	\N	117	Adventure,Comedy,War
tt0031679	movie	Mr. Smith Goes to Washington	Mr. Smith Goes to Washington	0	1939	\N	129	Comedy,Drama
tt0031725	movie	Ninotchka	Ninotchka	0	1939	\N	110	Comedy,Romance
tt0031762	movie	Only Angels Have Wings	Only Angels Have Wings	0	1939	\N	121	Adventure,Drama,Romance
tt0031867	movie	The Roaring Twenties	The Roaring Twenties	0	1939	\N	106	Action,Crime,Drama
tt0031885	movie	The Rules of the Game	La règle du jeu	0	1939	\N	110	Comedy,Drama
tt0031971	movie	Stagecoach	Stagecoach	0	1939	\N	96	Adventure,Drama,Western
tt0032138	movie	The Wizard of Oz	The Wizard of Oz	0	1939	\N	102	Adventure,Family,Fantasy
tt0032143	movie	The Women	The Women	0	1939	\N	133	Comedy,Drama
tt0032145	movie	Wuthering Heights	Wuthering Heights	0	1939	\N	104	Drama,Romance
tt0032455	movie	Fantasia	Fantasia	0	1940	\N	125	Animation,Family,Fantasy
tt0032484	movie	Foreign Correspondent	Foreign Correspondent	0	1940	\N	120	Action,Romance,Thriller
tt0032551	movie	The Grapes of Wrath	The Grapes of Wrath	0	1940	\N	129	Drama,History
tt0032553	movie	The Great Dictator	The Great Dictator	0	1940	\N	125	Comedy,Drama,War
tt0032599	movie	His Girl Friday	His Girl Friday	0	1940	\N	92	Comedy,Drama,Romance
tt0032701	movie	The Letter	The Letter	0	1940	\N	95	Crime,Drama,Film-Noir
tt0032904	movie	The Philadelphia Story	The Philadelphia Story	0	1940	\N	112	Comedy,Romance
tt0032910	movie	Pinocchio	Pinocchio	0	1940	\N	88	Animation,Comedy,Family
tt0032976	movie	Rebecca	Rebecca	0	1940	\N	130	Drama,Mystery,Romance
tt0033045	movie	The Shop Around the Corner	The Shop Around the Corner	0	1940	\N	99	Comedy,Drama,Romance
tt0033152	movie	The Thief of Bagdad	The Thief of Bagdad	0	1940	\N	106	Adventure,Family,Fantasy
tt0033467	movie	Citizen Kane	Citizen Kane	0	1941	\N	119	Drama,Mystery
tt0033563	movie	Dumbo	Dumbo	0	1941	\N	64	Animation,Drama,Family
tt0033717	movie	High Sierra	High Sierra	0	1941	\N	100	Action,Adventure,Crime
tt0033729	movie	How Green Was My Valley	How Green Was My Valley	0	1941	\N	118	Drama,Family
tt0033804	movie	The Lady Eve	The Lady Eve	0	1941	\N	94	Comedy,Romance
tt0033870	movie	The Maltese Falcon	The Maltese Falcon	0	1941	\N	100	Film-Noir,Mystery
tt0033891	movie	Meet John Doe	Meet John Doe	0	1941	\N	122	Comedy,Drama,Romance
tt0034167	movie	Sergeant York	Sergeant York	0	1941	\N	134	Biography,Drama,History
tt0034240	movie	Sullivan's Travels	Sullivan's Travels	0	1941	\N	90	Adventure,Comedy,Drama
tt0034248	movie	Suspicion	Suspicion	0	1941	\N	99	Mystery,Thriller
tt0034398	movie	The Wolf Man	The Wolf Man	0	1941	\N	70	Horror
tt0034492	movie	Bambi	Bambi	0	1942	\N	70	Animation,Drama,Family
tt0034583	movie	Casablanca	Casablanca	0	1942	\N	102	Drama,Romance,War
tt0034587	movie	Cat People	Cat People	0	1942	\N	73	Fantasy,Horror,Thriller
tt0034862	movie	Holiday Inn	Holiday Inn	0	1942	\N	100	Comedy,Drama,Music
tt0035015	movie	The Magnificent Ambersons	The Magnificent Ambersons	0	1942	\N	88	Drama,Romance
tt0035093	movie	Mrs. Miniver	Mrs. Miniver	0	1942	\N	134	Drama,Romance,War
tt0035140	movie	Now, Voyager	Now, Voyager	0	1942	\N	117	Drama,Romance
tt0035279	movie	Saboteur	Saboteur	0	1942	\N	109	Thriller,War
tt0035423	movie	Kate & Leopold	Kate & Leopold	0	2001	\N	118	Comedy,Fantasy,Romance
tt0035446	movie	To Be or Not to Be	To Be or Not to Be	0	1942	\N	99	Comedy,War
tt0035575	movie	Yankee Doodle Dandy	Yankee Doodle Dandy	0	1942	\N	126	Biography,Drama,Musical
tt0036027	movie	I Walked with a Zombie	I Walked with a Zombie	0	1943	\N	69	Drama,Fantasy,Horror
tt0036112	movie	The Life and Death of Colonel Blimp	The Life and Death of Colonel Blimp	0	1943	\N	163	Drama,Romance,War
tt0036244	movie	The Ox-Bow Incident	The Ox-Bow Incident	0	1942	\N	75	Drama,Western
tt0036342	movie	Shadow of a Doubt	Shadow of a Doubt	0	1943	\N	108	Thriller
tt0036613	movie	Arsenic and Old Lace	Arsenic and Old Lace	0	1944	\N	118	Comedy,Crime,Thriller
tt0036775	movie	Double Indemnity	Double Indemnity	0	1944	\N	107	Crime,Drama,Film-Noir
tt0036855	movie	Gaslight	Gaslight	0	1944	\N	114	Crime,Drama,Film-Noir
tt0036868	movie	The Best Years of Our Lives	The Best Years of Our Lives	0	1946	\N	170	Drama,Romance,War
tt0037008	movie	Laura	Laura	0	1944	\N	88	Drama,Film-Noir,Mystery
tt0037017	movie	Lifeboat	Lifeboat	0	1944	\N	97	Drama,War
tt0037059	movie	Meet Me in St. Louis	Meet Me in St. Louis	0	1944	\N	113	Comedy,Drama,Family
tt0037101	movie	Murder, My Sweet	Murder, My Sweet	0	1944	\N	95	Crime,Drama,Film-Noir
tt0037382	movie	To Have and Have Not	To Have and Have Not	0	1944	\N	100	Adventure,Comedy,Film-Noir
tt0037469	movie	The Woman in the Window	The Woman in the Window	0	1944	\N	107	Crime,Drama,Film-Noir
tt0037515	movie	And Then There Were None	And Then There Were None	0	1945	\N	97	Crime,Drama,Mystery
tt0037558	movie	Brief Encounter	Brief Encounter	0	1945	\N	86	Drama,Romance
tt0037638	movie	Detour	Detour	0	1945	\N	68	Crime,Drama,Film-Noir
tt0037674	movie	Children of Paradise	Les enfants du paradis	0	1945	\N	189	Drama,Romance
tt0037884	movie	The Lost Weekend	The Lost Weekend	0	1945	\N	101	Drama,Film-Noir
tt0037913	movie	Mildred Pierce	Mildred Pierce	0	1945	\N	111	Crime,Drama,Film-Noir
tt0037988	movie	The Picture of Dorian Gray	The Picture of Dorian Gray	0	1945	\N	110	Drama,Fantasy,Horror
tt0038057	movie	Scarlet Street	Scarlet Street	0	1945	\N	102	Drama,Film-Noir,Thriller
tt0038109	movie	Spellbound	Spellbound	0	1945	\N	111	Film-Noir,Mystery,Romance
tt0038166	movie	The Three Caballeros	The Three Caballeros	0	1944	\N	71	Animation,Comedy,Family
tt0038348	movie	Beauty and the Beast	La belle et la bête	0	1946	\N	96	Drama,Fantasy,Romance
tt0038355	movie	The Big Sleep	The Big Sleep	0	1946	\N	114	Crime,Film-Noir,Mystery
tt0038559	movie	Gilda	Gilda	0	1946	\N	110	Drama,Film-Noir,Romance
tt0038574	movie	Great Expectations	Great Expectations	0	1946	\N	118	Adventure,Drama,Mystery
tt0038650	movie	It's a Wonderful Life	It's a Wonderful Life	0	1946	\N	130	Drama,Family,Fantasy
tt0038669	movie	The Killers	The Killers	0	1946	\N	103	Crime,Drama,Film-Noir
tt0038733	movie	A Matter of Life and Death	A Matter of Life and Death	0	1946	\N	104	Comedy,Drama,Fantasy
tt0038762	movie	My Darling Clementine	My Darling Clementine	0	1946	\N	97	Biography,Drama,Western
tt0038787	movie	Notorious	Notorious	0	1946	\N	102	Drama,Film-Noir,Romance
tt0038854	movie	The Postman Always Rings Twice	The Postman Always Rings Twice	0	1946	\N	113	Crime,Drama,Film-Noir
tt0038890	movie	Rome, Open City	Roma città aperta	0	1945	\N	103	Drama,Thriller,War
tt0038969	movie	Song of the South	Song of the South	0	1946	\N	94	Animation,Comedy,Family
tt0038991	movie	The Stranger	The Stranger	0	1946	\N	95	Crime,Drama,Film-Noir
tt0039190	movie	The Bishop's Wife	The Bishop's Wife	0	1947	\N	109	Comedy,Drama,Fantasy
tt0039192	movie	Black Narcissus	Black Narcissus	0	1947	\N	101	Drama
tt0039302	movie	Dark Passage	Dark Passage	0	1947	\N	106	Film-Noir,Thriller
tt0039416	movie	Gentleman's Agreement	Gentleman's Agreement	0	1947	\N	118	Drama,Romance
tt0039420	movie	The Ghost and Mrs. Muir	The Ghost and Mrs. Muir	0	1947	\N	104	Comedy,Drama,Fantasy
tt0039628	movie	Miracle on 34th Street	Miracle on 34th Street	0	1947	\N	96	Comedy,Drama,Family
tt0039631	movie	Monsieur Verdoux	Monsieur Verdoux	0	1947	\N	124	Comedy,Crime,Drama
tt0039689	movie	Out of the Past	Out of the Past	0	1947	\N	97	Crime,Drama,Film-Noir
tt0040068	movie	Abbott and Costello Meet Frankenstein	Bud Abbott Lou Costello Meet Frankenstein	0	1948	\N	83	Comedy,Fantasy,Horror
tt0040369	movie	Fort Apache	Fort Apache	0	1948	\N	128	Action,Adventure,Western
tt0040416	movie	Hamlet	Hamlet	0	1948	\N	154	Drama
tt0040506	movie	Key Largo	Key Largo	0	1948	\N	100	Action,Crime,Drama
tt0040522	movie	Bicycle Thieves	Ladri di biciclette	0	1948	\N	89	Drama
tt0040525	movie	The Lady from Shanghai	The Lady from Shanghai	0	1947	\N	87	Crime,Drama,Film-Noir
tt0040536	movie	Letter from an Unknown Woman	Letter from an Unknown Woman	0	1948	\N	87	Drama,Romance
tt0040636	movie	The Naked City	The Naked City	0	1948	\N	96	Crime,Drama,Film-Noir
tt0040662	movie	Oliver Twist	Oliver Twist	0	1948	\N	116	Drama
tt0040724	movie	Red River	Red River	0	1948	\N	133	Action,Adventure,Romance
tt0040725	movie	The Red Shoes	The Red Shoes	0	1948	\N	134	Drama,Music,Romance
tt0040746	movie	Rope	Rope	0	1948	\N	80	Crime,Drama,Mystery
tt0040897	movie	The Treasure of the Sierra Madre	The Treasure of the Sierra Madre	0	1948	\N	126	Adventure,Drama,Western
tt0041090	movie	Adam's Rib	Adam's Rib	0	1949	\N	101	Comedy,Drama,Romance
tt0041094	movie	The Adventures of Ichabod and Mr. Toad	The Adventures of Ichabod and Mr. Toad	0	1949	\N	68	Animation,Comedy,Family
tt0041113	movie	All the King's Men	All the King's Men	0	1949	\N	110	Drama,Film-Noir
tt0041154	movie	Late Spring	Banshun	0	1949	\N	108	Drama
tt0041452	movie	The Heiress	The Heiress	0	1949	\N	115	Drama,Romance
tt0041546	movie	Kind Hearts and Coronets	Kind Hearts and Coronets	0	1949	\N	106	Comedy,Crime
tt0041699	movie	Stray Dog	Nora inu	0	1949	\N	122	Crime,Drama,Film-Noir
tt0041716	movie	On the Town	On the Town	0	1949	\N	98	Comedy,Musical,Romance
tt0041866	movie	She Wore a Yellow Ribbon	She Wore a Yellow Ribbon	0	1949	\N	104	Western
tt0041959	movie	The Third Man	The Third Man	0	1949	\N	104	Film-Noir,Mystery,Thriller
tt0041996	movie	Twelve O'Clock High	Twelve O'Clock High	0	1949	\N	132	Drama,War
tt0042041	movie	White Heat	White Heat	0	1949	\N	114	Action,Crime,Drama
tt0042192	movie	All About Eve	All About Eve	0	1950	\N	138	Drama
tt0042208	movie	The Asphalt Jungle	The Asphalt Jungle	0	1950	\N	112	Crime,Drama,Film-Noir
tt0042332	movie	Cinderella	Cinderella	0	1950	\N	74	Animation,Family,Fantasy
tt0042530	movie	Gun Crazy	Gun Crazy	0	1950	\N	87	Crime,Drama,Film-Noir
tt0042546	movie	Harvey	Harvey	0	1950	\N	104	Comedy,Drama,Fantasy
tt0042593	movie	In a Lonely Place	In a Lonely Place	0	1950	\N	94	Drama,Film-Noir,Mystery
tt0042788	movie	Night and the City	Night and the City	0	1950	\N	101	Crime,Film-Noir,Mystery
tt0042804	movie	The Young and the Damned	Los olvidados	0	1950	\N	85	Crime,Drama
tt0042876	movie	Rashomon	Rashômon	0	1950	\N	88	Crime,Drama,Mystery
tt0042895	movie	Rio Grande	Rio Grande	0	1950	\N	105	Romance,Western
tt0042994	movie	Stage Fright	Stage Fright	0	1950	\N	110	Film-Noir,Thriller
tt0043014	movie	Sunset Blvd.	Sunset Blvd.	0	1950	\N	110	Drama,Film-Noir
tt0043137	movie	Winchester '73	Winchester '73	0	1950	\N	92	Action,Drama,Western
tt0043265	movie	The African Queen	The African Queen	0	1951	\N	105	Adventure,Drama,Romance
tt0043274	movie	Alice in Wonderland	Alice in Wonderland	0	1951	\N	75	Adventure,Animation,Family
tt0043278	movie	An American in Paris	An American in Paris	0	1951	\N	114	Drama,Musical,Romance
tt0043338	movie	Ace in the Hole	Ace in the Hole	0	1951	\N	111	Drama,Film-Noir
tt0043456	movie	The Day the Earth Stood Still	The Day the Earth Stood Still	0	1951	\N	92	Drama,Sci-Fi
tt0043686	movie	Forbidden Games	Jeux interdits	0	1952	\N	86	Drama,War
tt0043924	movie	A Place in the Sun	A Place in the Sun	0	1951	\N	122	Drama,Romance
tt0043949	movie	Quo Vadis	Quo Vadis	0	1951	\N	171	Biography,Drama,History
tt0044008	movie	A Christmas Carol	Scrooge	0	1951	\N	86	Drama,Fantasy
tt0044079	movie	Strangers on a Train	Strangers on a Train	0	1951	\N	101	Crime,Film-Noir,Thriller
tt0044081	movie	A Streetcar Named Desire	A Streetcar Named Desire	0	1951	\N	122	Drama
tt0044121	movie	The Thing from Another World	The Thing from Another World	0	1951	\N	87	Horror,Sci-Fi
tt0044391	movie	The Bad and the Beautiful	The Bad and the Beautiful	0	1952	\N	118	Drama,Romance
tt0044672	movie	The Greatest Show on Earth	The Greatest Show on Earth	0	1952	\N	152	Drama,Family,Romance
tt0044706	movie	High Noon	High Noon	0	1952	\N	85	Drama,Thriller,Western
tt0044741	movie	Ikiru	Ikiru	0	1952	\N	143	Drama
tt0044829	movie	The Lavender Hill Mob	The Lavender Hill Mob	0	1951	\N	78	Comedy,Crime
tt0044837	movie	Limelight	Limelight	0	1952	\N	137	Drama,Music,Romance
tt0044916	movie	Monkey Business	Monkey Business	0	1952	\N	97	Comedy,Sci-Fi
tt0045061	movie	The Quiet Man	The Quiet Man	0	1952	\N	129	Comedy,Drama,Romance
tt0045152	movie	Singin' in the Rain	Singin' in the Rain	0	1952	\N	103	Comedy,Musical,Romance
tt0045274	movie	Umberto D.	Umberto D.	0	1952	\N	89	Drama
tt0045555	movie	The Big Heat	The Big Heat	0	1953	\N	89	Crime,Film-Noir,Thriller
tt0045793	movie	From Here to Eternity	From Here to Eternity	0	1953	\N	118	Drama,Romance,War
tt0045810	movie	Gentlemen Prefer Blondes	Gentlemen Prefer Blondes	0	1953	\N	91	Comedy,Musical,Romance
tt0045888	movie	House of Wax	House of Wax	0	1953	\N	88	Horror
tt0045891	movie	How to Marry a Millionaire	How to Marry a Millionaire	0	1953	\N	95	Comedy,Drama,Romance
tt0045897	movie	I Confess	I Confess	0	1953	\N	95	Crime,Drama,Thriller
tt0046126	movie	Niagara	Niagara	0	1953	\N	92	Film-Noir,Thriller
tt0046183	movie	Peter Pan	Peter Pan	0	1953	\N	77	Adventure,Animation,Family
tt0046187	movie	Pickup on South Street	Pickup on South Street	0	1953	\N	80	Crime,Film-Noir,Thriller
tt0046250	movie	Roman Holiday	Roman Holiday	0	1953	\N	118	Comedy,Romance
tt0046268	movie	The Wages of Fear	Le salaire de la peur	0	1953	\N	131	Adventure,Drama,Thriller
tt0046303	movie	Shane	Shane	0	1953	\N	118	Drama,Western
tt0046345	movie	Summer with Monika	Sommaren med Monika	0	1953	\N	96	Drama,Romance
tt0046359	movie	Stalag 17	Stalag 17	0	1953	\N	120	Comedy,Drama,War
tt0046438	movie	Tokyo Story	Tôkyô monogatari	0	1953	\N	136	Drama
tt0046478	movie	Ugetsu	Ugetsu monogatari	0	1953	\N	96	Drama,Fantasy,War
tt0046487	movie	Monsieur Hulot's Holiday	Les vacances de Monsieur Hulot	0	1953	\N	114	Comedy
tt0046521	movie	I Vitelloni	I vitelloni	0	1953	\N	107	Comedy,Drama
tt0046534	movie	The War of the Worlds	The War of the Worlds	0	1953	\N	85	Action,Sci-Fi,Thriller
tt0046672	movie	20,000 Leagues Under the Sea	20,000 Leagues Under the Sea	0	1954	\N	127	Adventure,Drama,Family
tt0046816	movie	The Caine Mutiny	The Caine Mutiny	0	1954	\N	124	Drama,War
tt0046876	movie	Creature from the Black Lagoon	Creature from the Black Lagoon	0	1954	\N	79	Horror,Sci-Fi
tt0046911	movie	Diabolique	Les diaboliques	0	1955	\N	117	Crime,Drama,Horror
tt0046912	movie	Dial M for Murder	Dial M for Murder	0	1954	\N	105	Crime,Thriller
tt0047034	movie	Godzilla	Gojira	0	1954	\N	96	Drama,Horror,Sci-Fi
tt0047136	movie	Johnny Guitar	Johnny Guitar	0	1954	\N	110	Drama,Western
tt0047296	movie	On the Waterfront	On the Waterfront	0	1954	\N	108	Crime,Drama,Thriller
tt0047396	movie	Rear Window	Rear Window	0	1954	\N	112	Mystery,Thriller
tt0047437	movie	Sabrina	Sabrina	0	1954	\N	113	Comedy,Drama,Romance
tt0047445	movie	Sansho the Bailiff	Sanshô dayû	0	1954	\N	124	Drama
tt0047472	movie	Seven Brides for Seven Brothers	Seven Brides for Seven Brothers	0	1954	\N	102	Comedy,Drama,Musical
tt0047478	movie	Seven Samurai	Shichinin no samurai	0	1954	\N	207	Adventure,Drama
tt0047522	movie	A Star Is Born	A Star Is Born	0	1954	\N	154	Drama,Musical,Romance
tt0047528	movie	La Strada	La strada	0	1954	\N	108	Drama
tt0047573	movie	Them!	Them!	0	1954	\N	94	Horror,Sci-Fi
tt0047673	movie	White Christmas	White Christmas	0	1954	\N	120	Comedy,Musical,Romance
tt0047677	movie	The Wild One	The Wild One	0	1953	\N	79	Crime,Drama,Romance
tt0047811	movie	All That Heaven Allows	All That Heaven Allows	0	1955	\N	89	Drama,Romance
tt0047834	movie	Animal Farm	Animal Farm	0	1954	\N	72	Animation,Drama
tt0047849	movie	Bad Day at Black Rock	Bad Day at Black Rock	0	1955	\N	81	Crime,Drama,Mystery
tt0048021	movie	Rififi	Du rififi chez les hommes	0	1955	\N	118	Crime,Thriller
tt0048028	movie	East of Eden	East of Eden	0	1955	\N	118	Drama
tt0048140	movie	Guys and Dolls	Guys and Dolls	0	1955	\N	150	Comedy,Crime,Musical
tt0048254	movie	Killer's Kiss	Killer's Kiss	0	1955	\N	67	Crime,Drama,Film-Noir
tt0048261	movie	Kiss Me Deadly	Kiss Me Deadly	0	1955	\N	106	Crime,Film-Noir,Mystery
tt0048280	movie	Lady and the Tramp	Lady and the Tramp	0	1955	\N	76	Adventure,Animation,Comedy
tt0048281	movie	The Ladykillers	The Ladykillers	0	1955	\N	91	Comedy,Crime
tt0048356	movie	Marty	Marty	0	1955	\N	90	Drama,Romance
tt0048380	movie	Mister Roberts	Mister Roberts	0	1955	\N	123	Comedy,Drama,War
tt0048424	movie	The Night of the Hunter	The Night of the Hunter	0	1955	\N	92	Crime,Drama,Film-Noir
tt0048445	movie	Oklahoma!	Oklahoma!	0	1955	\N	145	Comedy,Drama,Musical
tt0048452	movie	Ordet	Ordet	0	1955	\N	126	Drama,Fantasy
tt0048473	movie	Pather Panchali	Pather Panchali	0	1955	\N	125	Drama
tt0048545	movie	Rebel Without a Cause	Rebel Without a Cause	0	1955	\N	111	Drama
tt0048605	movie	The Seven Year Itch	The Seven Year Itch	0	1955	\N	105	Comedy,Romance
tt0048641	movie	Smiles of a Summer Night	Sommarnattens leende	0	1955	\N	109	Comedy,Romance
tt0048728	movie	To Catch a Thief	To Catch a Thief	0	1955	\N	106	Mystery,Romance,Thriller
tt0048750	movie	The Trouble with Harry	The Trouble with Harry	0	1955	\N	99	Comedy,Mystery
tt0048960	movie	Around the World in 80 Days	Around the World in 80 Days	0	1956	\N	175	Adventure,Comedy,Family
tt0048977	movie	The Bad Seed	The Bad Seed	0	1956	\N	129	Crime,Drama,Horror
tt0049038	movie	Bus Stop	Bus Stop	0	1956	\N	96	Comedy,Drama,Romance
tt0049096	movie	The Court Jester	The Court Jester	0	1955	\N	101	Adventure,Comedy,Family
tt0049223	movie	Forbidden Planet	Forbidden Planet	0	1956	\N	98	Action,Adventure,Sci-Fi
tt0049261	movie	Giant	Giant	0	1956	\N	201	Drama,Western
tt0049314	movie	High Society	High Society	0	1956	\N	111	Comedy,Musical,Romance
tt0049366	movie	Invasion of the Body Snatchers	Invasion of the Body Snatchers	0	1956	\N	80	Drama,Horror,Sci-Fi
tt0049406	movie	The Killing	The Killing	0	1956	\N	84	Crime,Drama,Film-Noir
tt0049408	movie	The King and I	The King and I	0	1956	\N	133	Biography,Drama,Musical
tt0049470	movie	The Man Who Knew Too Much	The Man Who Knew Too Much	0	1956	\N	120	Drama,Thriller
tt0049513	movie	Moby Dick	Moby Dick	0	1956	\N	116	Adventure,Drama
