tt0041716	nm0000037,nm0002045	nm0337582,nm0173679,nm0730385
tt0041866	nm0000406	nm0068650,nm0637793,nm0821716
tt0041959	nm0715346	nm0001294,nm0000080,nm0466099,nm0715346
tt0041996	nm0454771	nm0058905,nm0493446,nm0454771
tt0042041	nm0909825	nm0324578,nm0730850,nm0446132
tt0042192	nm0000581	nm0000581,nm0650581
tt0042208	nm0001379	nm0534693,nm0001379,nm0122446
tt0042332	nm0414144,nm0527217,nm0314671	nm0674518,nm0670328,nm0672093,nm0780799,nm0382548,nm0109205,nm0716206,nm0027011,nm0727370,nm0710683
tt0042530	nm0507390	nm0437969,nm0874308,nm0442228
tt0042546	nm0467396	nm0153808,nm0110958,nm0175333
tt0042593	nm0712947	nm0813584,nm0636002,nm0400568
tt0042788	nm0202088	nm0252100,nm0449946,nm0218778,nm0915252
tt0042804	nm0000320	nm0017274,nm0041255,nm0000320,nm0488601,nm0211993
tt0042876	nm0000041	nm0015611,nm0000041,nm0368074
tt0042895	nm0000406	nm0570130,nm0068650
tt0042994	nm0000033	nm0177336,nm0720904,nm0421862,nm0108833,nm0532030
tt0043014	nm0000697	nm0102818,nm0000697,nm0551261
tt0043137	nm0542649	nm0724307,nm0153698,nm0482193
tt0043265	nm0001379	nm0286163,nm0012938,nm0001379,nm0171924,nm0896830
tt0043274	nm0314671,nm0414144,nm0527217	nm0140902,nm0382548,nm0780799,nm0670328,nm0672093,nm0727370,nm0052520,nm0183183,nm0447039,nm0335469,nm0400056,nm0174974,nm0649603,nm0906929,nm0404717
tt0043278	nm0591486	nm0503585
tt0043338	nm0000697	nm0000697,nm0760488,nm0628305,nm0221528
tt0043456	nm0936404	nm0636002,nm0060915
tt0043686	nm0167496	nm0102030,nm0042179,nm0098204,nm0167496
tt0043924	nm0828419	nm0237439,nm0443966,nm0933858,nm0113689
tt0043949	nm0503777,nm0542649	nm0536941,nm0067103,nm0397022,nm0797197,nm0336682
tt0044008	nm0221423	nm0002042,nm0486538
tt0044079	nm0000033	nm0151452,nm0650262,nm0177336,nm0383604,nm0372942
tt0044081	nm0001415	nm0931783,nm0766665
tt0044121	nm0638528,nm0001328	nm0496468,nm0132168,nm0001328,nm0372942
tt0044391	nm0591486	nm0773660,nm0103488
tt0044672	nm0001124	nm0290931,nm0528530,nm0820693,nm0147119,nm0307471
tt0044706	nm0003593	nm0286025,nm0192356
tt0044741	nm0000041	nm0000041,nm0368074,nm0644823
tt0044829	nm0187769	nm0165021
tt0044837	nm0000122	nm0000122
tt0044916	nm0001328	nm0372942,nm0496468,nm0224634,nm0781895,nm0001328
tt0045061	nm0000406	nm0637793,nm0909775,nm0000406
tt0045152	nm0002045,nm0000037	nm0173679,nm0337582
tt0045274	nm0001120	nm0953790
tt0045555	nm0000485	nm0091213,nm0569423
tt0045793	nm0003593	nm0850168,nm0428296
tt0045810	nm0001328	nm0496468,nm0276284,nm0002616
tt0045888	nm0211964	nm0928108,nm0067676
tt0045891	nm0624535	nm0425913,nm0015399,nm0262368,nm0016534
tt0045897	nm0000033	nm0846068,nm0033780,nm0030786
tt0046126	nm0368871	nm0102818,nm0281556,nm0106764
tt0046183	nm0314671,nm0414144,nm0527217,nm0455741	nm0057381,nm0780799,nm0672093,nm0670328,nm0382548,nm0727370,nm0052520,nm0942723,nm0183183
tt0046187	nm0002087	nm0002087,nm0852313
tt0046250	nm0943758	nm0402848,nm0226538,nm0874308
tt0046268	nm0167241	nm1064118,nm0167241,nm0350823
tt0046303	nm0828419	nm0349238,nm0792042,nm0769627
tt0046345	nm0000005	nm0283910,nm0000005
tt0046359	nm0000697	nm0000697,nm0089637,nm0079654,nm0874522
tt0046438	nm0654868	nm0633792,nm0654868
tt0046478	nm0003226	nm0442736,nm0875306,nm0879907,nm0406808
tt0046487	nm0004244	nm0041311,nm0481401,nm0549804,nm0004244
tt0046521	nm0000019	nm0000019,nm0280919,nm0684083
tt0046534	nm0005738	nm0920229,nm0528530
tt0046672	nm0281507	nm0271641,nm0894523
tt0046816	nm0229424	nm0731592,nm0087581,nm0941883
tt0046876	nm0000791	nm0261400,nm0743232,nm0956592,nm0020041
tt0046911	nm0167241	nm0092267,nm0092268,nm0167241,nm0350823,nm0557510,nm0340190
tt0046912	nm0000033	nm0461425
tt0047034	nm0393094	nm0613609,nm0393094,nm0443227
tt0047136	nm0712947	nm0948634,nm0151949,nm0534693,nm0712947
tt0047296	nm0001415	nm0775977,nm0425711,nm0802563
tt0047396	nm0000033	nm0371088,nm0941280
tt0047437	nm0000697	nm0000697,nm0853138,nm0499626
tt0047445	nm0003226	nm0605286,nm0297687,nm0406808
tt0047472	nm0002045	nm0352443,nm0329304,nm0455510,nm0070948
tt0047478	nm0000041	nm0000041,nm0368074,nm0644823
tt0047522	nm0002030	nm0366454,nm0662213,nm0132180,nm0308604,nm0920074
tt0047528	nm0000019	nm0000019,nm0684083,nm0280919
tt0047573	nm0235066	nm0792090,nm0400914,nm0946753
tt0047673	nm0002031	nm0469915,nm0659085,nm0291035
tt0047677	nm0070670	nm0668122,nm0740316,nm0534693
tt0047811	nm0802862	nm0272128,nm0497209,nm0497374
tt0047834	nm0060742,nm0354691	nm0000567,nm0938281,nm0532063,nm8227431,nm0354691,nm0060742,nm0372677,nm1157821
tt0047849	nm0836328	nm0442228,nm0570190,nm0107734
tt0048021	nm0202088	nm0494138,nm0202088,nm0923941
tt0048028	nm0001415	nm0825705,nm0651585
tt0048140	nm0000581	nm0842485,nm0123242,nm0750357,nm0000581,nm0372942
tt0048254	nm0000040	nm0000040,nm0755274
tt0048261	nm0000736	nm0818765,nm0080135
tt0048280	nm0527217,nm0414144,nm0314671	nm0338950,nm0672093,nm0727370,nm0942723,nm0196119,nm0335469,nm0400056,nm0689679
tt0048281	nm0533241	nm0741740,nm1057756
tt0048356	nm0542720	nm0154665
tt0048380	nm0000406,nm0503777,nm0517597	nm0637793,nm0517597,nm0373764
tt0048424	nm0001452	nm0012938,nm0344181,nm0001452
tt0048445	nm0003593	nm0397022,nm0525067,nm0006256,nm0358564,nm0726704
tt0048452	nm0003433	nm0612924,nm0003433
tt0048473	nm0006249	nm0051808,nm0006249
tt0048545	nm0712947	nm0827856,nm0795730,nm0712947
tt0048605	nm0000697	nm0000697,nm0043480
tt0048641	nm0000005	nm0000005
tt0048728	nm0000033	nm0371088,nm0230196,nm0178785
tt0048750	nm0000033	nm0371088,nm0832723
tt0048960	nm0268513,nm0027183	nm0688117,nm0268513,nm0673279,nm0894523
tt0048977	nm0503777	nm0536941,nm0027173,nm0545341
tt0049038	nm0517597	nm0043480,nm0408718
tt0049096	nm0291035,nm0659085	nm0659085,nm0291035
tt0049223	nm0928208	nm0401738,nm0088726,nm1051864,nm0000636
tt0049261	nm0828419	nm0272209,nm0347451,nm0595573
tt0049314	nm0910199	nm0665875,nm0058129
tt0049366	nm0796923	nm0537784,nm0278277,nm0172628
tt0049406	nm0000040	nm0000040,nm0860292,nm0925137
tt0049408	nm0485943	nm0499626,nm0358564,nm0484933
tt0049470	nm0000033	nm0371088,nm0071657,nm0943922,nm0534191
tt0049513	nm0001379	nm0001969,nm0001379,nm0181658,nm0578479
tt0049730	nm0000406	nm0637793,nm0494435
tt0049833	nm0001124	nm0933335,nm0408933,nm0816161,nm0533418,nm0489679,nm0307471,nm0290931
tt0049902	nm0000975	nm0222519,nm0000975
tt0050083	nm0001486	nm0741627
tt0050086	nm0202681	nm0919925,nm0001465
tt0050105	nm0564970	nm0202681,nm0564970,nm0186118,nm0829330
tt0050212	nm0000180	nm0099541,nm0286025,nm0933858
tt0050371	nm0001415	nm0775977
tt0050419	nm0002045	nm0314826
tt0050468	nm0836328	nm0881979,nm0780252
tt0050539	nm0000791	nm0558577,nm0799875
tt0050613	nm0000041	nm0644823,nm0368074,nm0452878,nm0000041,nm0000636
tt0050634	nm0435563	nm0747657
tt0050658	nm0000697	nm0000697,nm0224634,nm0029370
tt0050706	nm0004244	nm0481401,nm0478327,nm0004244
tt0050766	nm0869664	nm0071657,nm0156320,nm0416721,nm0256831
tt0050783	nm0000019	nm0000019,nm0280919,nm0684083,nm0001596
tt0050798	nm0829038	nm0320564,nm0876564
tt0050825	nm0000040	nm0000040,nm0932229,nm0860292,nm0167767
tt0050976	nm0000005	nm0000005
tt0050986	nm0000005	nm0000005
tt0051036	nm0533241	nm0644048,nm0499626,nm0533241
tt0051201	nm0000697	nm0002005,nm0000697,nm0475823,nm0546140
tt0051207	nm0000033	nm0027173,nm0534191
tt0051337	nm0432846	nm0463894,nm0366063
tt0051378	nm0001501	nm0632357,nm0001501,nm0129832
tt0051411	nm0943758	nm0916139,nm0058905,nm0928623,nm0922143,nm0943753,nm0357824
tt0051418	nm0947105,nm0234893	nm0800796,nm0510989,nm0589614
tt0051459	nm0112218	nm0112218,nm0688117,nm0931783
tt0051525	nm0006452	nm0949917,nm0808414
tt0051554	nm0279807	nm0762727,nm0831290
tt0051622	nm0627087	nm0165412,nm0486228
tt0051658	nm0591486	nm0503585,nm0171372,nm0124002
tt0051744	nm9402435,nm0145336	nm0925380
tt0051808	nm0000041	nm0452878,nm0644823,nm0368074,nm0000041
tt0051994	nm0001928	nm0520520,nm0001907
tt0052077	nm0000248	nm0000248
tt0052311	nm0000080	nm0000080,nm0557767,nm0168759,nm0597574
tt0052357	nm0000033	nm0178785,nm0853138,nm0092267,nm0092268,nm0027173
tt0052365	nm0281507	nm0932229,nm0913670,nm0550861
tt0052561	nm0695937	nm0562606,nm0871261
tt0052572	nm0006249	nm0051808,nm0006249
tt0052618	nm0943758	nm0908753,nm0876562,nm0000683,nm0027173,nm0067103,nm0296737
tt0052738	nm0828419	nm0329304,nm0352443,nm0290833,nm0828419
tt0052893	nm0720297	nm0243921
tt0052918	nm0802862	nm0341178,nm0778818,nm0403595
tt0052948	nm0505610	nm0281556,nm0102818,nm0894523
tt0053125	nm0000033	nm0499626
tt0053137	nm0006452	nm0668122,nm0796009
tt0053143	nm0001175	nm0788630,nm0725009,nm0455126,nm0831972
tt0053168	nm0000975	nm0000975
tt0053172	nm0330456	nm0788630,nm0725009,nm0745866,nm0338707
tt0053198	nm0000076	nm0000076,nm0610115
tt0053221	nm0001328	nm0299154,nm0102824,nm0564800
tt0053285	nm0314671	nm0672093,nm0674518,nm0727370,nm0382548,nm0670328,nm0780799,nm0942723,nm0052520
tt0053291	nm0000697	nm0000697,nm0224634,nm0858329,nm0517615
tt0053318	nm0000581	nm0931783,nm0000683
tt0053459	nm0290802	nm0715118,nm0092267,nm0092268,nm0767110,nm0309039
tt0053472	nm0000419	nm0000076,nm0000419,nm0001031
tt0053580	nm0000078	nm0335455
tt0053604	nm0000697	nm0000697,nm0224634
tt0053619	nm0000774	nm0000774,nm0059026,nm0346096
tt0053779	nm0000019	nm0000019,nm0280919,nm0684083,nm0740021,nm0001596
tt0053925	nm0000339	nm0000590,nm0558577
tt0053946	nm0006452	nm0949917,nm0808414,nm0492823,nm0498126
tt0053976	nm0000005	nm0410694
tt0054033	nm0000339,nm0341458,nm0003203	nm0341458,nm0000339
tt0054047	nm0836328	nm0731679,nm0000041,nm0077159,nm0368074,nm0628305,nm0644823
tt0054067	nm0000878	nm0208086,nm0004531,nm0324690,nm0383318,nm0000878,nm0181753,nm0210796
tt0054130	nm0000774	nm0000774,nm0280919,nm0346096
tt0054135	nm0587277	nm0113689,nm0496468,nm0425138,nm0751207,nm0000697
tt0054167	nm0003836	nm0548896
tt0054189	nm0167496	nm0383604,nm0167496,nm0350729
tt0054215	nm0000033	nm0825010,nm0088645
tt0054248	nm0899581	nm0899581,nm0147599,nm0695390,nm0275269,nm0290050,nm0575804,nm0856489
tt0054331	nm0000040	nm0874308,nm0268779,nm0001811,nm0932229
tt0054357	nm0002175	nm0370328,nm0944146
tt0054387	nm0657162	nm0241949,nm0920229
tt0054389	nm0000076	nm0328959,nm0000076,nm0610115
tt0054407	nm0065442	nm0320510,nm0065442,nm0042159
tt0054443	nm0727211	nm0798103,nm0727211,nm0455785,nm0943909
tt0054632	nm0720297	nm0730237
tt0054698	nm0001175	nm0001986,nm0043480
tt0054743	nm0943758	nm0375484,nm0371088
tt0054847	nm0542649	nm0290931,nm0948634,nm0059553
tt0054953	nm0496746	nm0533745,nm0286025
tt0054997	nm0744035	nm0140987,nm0744035,nm0856677
tt0055018	nm0002338	nm0416556,nm0607876,nm0033780,nm0001986
tt0055031	nm0006452	nm0542631,nm0001050
tt0055032	nm0000076	nm0734132,nm0000076,nm0344171
tt0055184	nm0001379	nm0007186
tt0055254	nm0314671,nm0718627,nm0527217	nm0670328,nm0807977
tt0055256	nm0000697	nm0000697,nm0224634,nm0597175
tt0055277	nm0842582	nm0477696,nm0842582
tt0055304	nm0000339	nm0558577,nm0000590
tt0055471	nm0001415	nm0408718
tt0055499	nm0000005	nm0000005
tt0055572	nm0000419	nm0167346,nm0000419
tt0055601	nm0000320	nm0017855,nm0000320,nm0701918
tt0055614	nm0936404,nm0730385	nm0499626,nm0491306,nm0730385,nm0000636
tt0055630	nm0000041	nm0000041,nm0452878
tt0055798	nm0187769,nm0001239	nm0873613,nm0300532
tt0055824	nm0496746	nm0531792,nm0916139
tt0055830	nm0367547	nm0166647,nm0367547
tt0055852	nm0889513	nm0889513
tt0055895	nm0001175	nm0582837
tt0055913	nm0314584	nm0316251,nm0208086,nm0314584,nm0408488
